Code,ScheduleWeightMinutes,Description
100588,465,00:00-08:45 (05:00-06:00)
100589,465,00:00-09:00 (02:45-04:00)
100590,465,00:00-09:00 (03:00-04:15)
100591,465,00:00-09:00 (03:15-04:30)
100592,465,00:00-09:00 (03:30-04:45)
100593,465,00:00-09:00 (03:45-05:00)
100594,465,00:00-09:00 (04:00-05:15)
100595,465,00:00-09:00 (04:15-05:30)
100596,465,00:00-09:00 (04:30-05:45)
100597,465,00:00-09:00 (04:45-06:00)
100598,465,00:00-09:00 (05:00-06:15)
100599,465,00:00-09:15 (02:45-04:15)
100600,465,00:00-09:15 (03:00-04:30)
100601,465,00:00-09:15 (03:15-04:45)
100602,465,00:00-09:15 (03:30-05:00)
100603,465,00:00-09:15 (03:45-05:15)
100604,465,00:00-09:15 (04:00-05:30)
100605,465,00:00-09:15 (04:15-05:45)
100606,465,00:00-09:15 (04:30-06:00)
100607,465,00:00-09:15 (04:45-06:15)
100608,465,00:00-09:15 (05:00-06:30)
100609,465,00:00-09:30 (02:45-04:30)
100610,465,00:00-09:30 (03:00-04:45)
100611,465,00:00-09:30 (03:15-05:00)
100612,465,00:00-09:30 (03:30-05:15)
100613,465,00:00-09:30 (03:45-05:30)
100614,465,00:00-09:30 (04:00-05:45)
100615,465,00:00-09:30 (04:15-06:00)
100616,465,00:00-09:30 (04:30-06:15)
100617,465,00:00-09:30 (04:45-06:30)
100618,465,00:00-09:30 (05:00-06:45)
100619,465,00:00-09:45 (02:45-04:45)
100620,465,00:00-09:45 (03:00-05:00)
100621,465,00:00-09:45 (03:15-05:15)
100622,465,00:00-09:45 (03:30-05:30)
100623,465,00:00-09:45 (03:45-05:45)
100624,465,00:00-09:45 (04:00-06:00)
100625,465,00:00-09:45 (04:15-06:15)
100626,465,00:00-09:45 (04:30-06:30)
100627,465,00:00-09:45 (04:45-06:45)
100628,465,00:00-09:45 (05:00-07:00)
100629,480,00:00-08:30 (03:00-03:30)
100630,480,00:00-08:30 (03:15-03:45)
100631,480,00:00-08:30 (03:30-04:00)
100632,480,00:00-08:30 (03:45-04:15)
100633,480,00:00-08:30 (04:00-04:30)
100634,480,00:00-08:30 (04:15-04:45)
100635,480,00:00-08:30 (04:30-05:00)
100636,480,00:00-08:30 (04:45-05:15)
100637,480,00:00-08:30 (05:00-05:30)
100638,480,00:00-08:45 (03:00-03:45)
100639,480,00:00-08:45 (03:15-04:00)
100640,480,00:00-08:45 (03:30-04:15)
100641,480,00:00-08:45 (03:45-04:30)
100642,480,00:00-08:45 (04:00-04:45)
100643,480,00:00-08:45 (04:15-05:00)
100644,480,00:00-08:45 (04:30-05:15)
100645,480,00:00-08:45 (04:45-05:30)
100646,480,00:00-08:45 (05:00-05:45)
100647,480,00:00-09:00 (03:00-04:00)
100648,480,00:00-09:00 (03:15-04:15)
100649,480,00:00-09:00 (03:30-04:30)
100650,480,00:00-09:00 (03:45-04:45)
100651,480,00:00-09:00 (04:00-05:00)
100652,480,00:00-09:00 (04:15-05:15)
100653,480,00:00-09:00 (04:30-05:30)
100654,480,00:00-09:00 (04:45-05:45)
100655,480,00:00-09:00 (05:00-06:00)
100656,480,00:00-09:15 (03:00-04:15)
100657,480,00:00-09:15 (03:15-04:30)
100658,480,00:00-09:15 (03:30-04:45)
100659,480,00:00-09:15 (03:45-05:00)
100660,480,00:00-09:15 (04:00-05:15)
100661,480,00:00-09:15 (04:15-05:30)
100662,480,00:00-09:15 (04:30-05:45)
100663,480,00:00-09:15 (04:45-06:00)
100664,480,00:00-09:15 (05:00-06:15)
100665,480,00:00-09:30 (03:00-04:30)
100666,480,00:00-09:30 (03:15-04:45)
100667,480,00:00-09:30 (03:30-05:00)
100668,480,00:00-09:30 (03:45-05:15)
100669,480,00:00-09:30 (04:00-05:30)
100670,480,00:00-09:30 (04:15-05:45)
100671,480,00:00-09:30 (04:30-06:00)
100672,480,00:00-09:30 (04:45-06:15)
100673,480,00:00-09:30 (05:00-06:30)
100674,480,00:00-09:45 (03:00-04:45)
100675,480,00:00-09:45 (03:15-05:00)
100676,480,00:00-09:45 (03:30-05:15)
100677,480,00:00-09:45 (03:45-05:30)
100678,480,00:00-09:45 (04:00-05:45)
100679,480,00:00-09:45 (04:15-06:00)
100680,480,00:00-09:45 (04:30-06:15)
100681,480,00:00-09:45 (04:45-06:30)
100682,480,00:00-09:45 (05:00-06:45)
100683,480,00:00-10:00 (03:00-05:00)
100684,480,00:00-10:00 (03:15-05:15)
100685,480,00:00-10:00 (03:30-05:30)
100686,480,00:00-10:00 (03:45-05:45)
100687,480,00:00-10:00 (04:00-06:00)
100688,480,00:00-10:00 (04:15-06:15)
100689,480,00:00-10:00 (04:30-06:30)
100690,480,00:00-10:00 (04:45-06:45)
100691,480,00:00-10:00 (05:00-07:00)
100692,495,00:00-08:45 (03:15-03:45)
100693,495,00:00-08:45 (03:30-04:00)
100694,495,00:00-08:45 (03:45-04:15)
100695,495,00:00-08:45 (04:00-04:30)
100696,495,00:00-08:45 (04:15-04:45)
100697,495,00:00-08:45 (04:30-05:00)
100698,495,00:00-08:45 (04:45-05:15)
100699,495,00:00-08:45 (05:00-05:30)
100700,495,00:00-09:00 (03:15-04:00)
100701,495,00:00-09:00 (03:30-04:15)
100702,495,00:00-09:00 (03:45-04:30)
100703,495,00:00-09:00 (04:00-04:45)
100704,495,00:00-09:00 (04:15-05:00)
100705,495,00:00-09:00 (04:30-05:15)
100706,495,00:00-09:00 (04:45-05:30)
100707,495,00:00-09:00 (05:00-05:45)
100708,495,00:00-09:15 (03:15-04:15)
100709,495,00:00-09:15 (03:30-04:30)
100710,495,00:00-09:15 (03:45-04:45)
100711,495,00:00-09:15 (04:00-05:00)
100712,495,00:00-09:15 (04:15-05:15)
100713,495,00:00-09:15 (04:30-05:30)
100714,495,00:00-09:15 (04:45-05:45)
100715,495,00:00-09:15 (05:00-06:00)
100716,495,00:00-09:30 (03:15-04:30)
100717,495,00:00-09:30 (03:30-04:45)
100718,495,00:00-09:30 (03:45-05:00)
100719,495,00:00-09:30 (04:00-05:15)
100720,495,00:00-09:30 (04:15-05:30)
100721,495,00:00-09:30 (04:30-05:45)
100722,495,00:00-09:30 (04:45-06:00)
100723,495,00:00-09:30 (05:00-06:15)
100724,495,00:00-09:45 (03:15-04:45)
100725,495,00:00-09:45 (03:30-05:00)
100726,495,00:00-09:45 (03:45-05:15)
100727,495,00:00-09:45 (04:00-05:30)
100728,495,00:00-09:45 (04:15-05:45)
100729,495,00:00-09:45 (04:30-06:00)
100730,495,00:00-09:45 (04:45-06:15)
100731,495,00:00-09:45 (05:00-06:30)
100732,495,00:00-10:00 (03:15-05:00)
100733,495,00:00-10:00 (03:30-05:15)
100734,495,00:00-10:00 (03:45-05:30)
100735,495,00:00-10:00 (04:00-05:45)
100736,495,00:00-10:00 (04:15-06:00)
100737,495,00:00-10:00 (04:30-06:15)
100738,495,00:00-10:00 (04:45-06:30)
100739,495,00:00-10:00 (05:00-06:45)
100740,495,00:00-10:15 (03:15-05:15)
100741,495,00:00-10:15 (03:30-05:30)
100742,495,00:00-10:15 (03:45-05:45)
100743,495,00:00-10:15 (04:00-06:00)
100744,495,00:00-10:15 (04:15-06:15)
100745,495,00:00-10:15 (04:30-06:30)
100746,495,00:00-10:15 (04:45-06:45)
100747,495,00:00-10:15 (05:00-07:00)
100748,510,00:00-09:00 (03:30-04:00)
100749,510,00:00-09:00 (03:45-04:15)
100750,510,00:00-09:00 (04:00-04:30)
100751,510,00:00-09:00 (04:15-04:45)
100752,510,00:00-09:00 (04:30-05:00)
100753,510,00:00-09:00 (04:45-05:15)
100754,510,00:00-09:00 (05:00-05:30)
100755,510,00:00-09:15 (03:30-04:15)
100756,510,00:00-09:15 (03:45-04:30)
100757,510,00:00-09:15 (04:00-04:45)
100758,510,00:00-09:15 (04:15-05:00)
100759,510,00:00-09:15 (04:30-05:15)
100760,510,00:00-09:15 (04:45-05:30)
100761,510,00:00-09:15 (05:00-05:45)
100762,510,00:00-09:30 (03:30-04:30)
100763,510,00:00-09:30 (03:45-04:45)
100764,510,00:00-09:30 (04:00-05:00)
100765,510,00:00-09:30 (04:15-05:15)
100766,510,00:00-09:30 (04:30-05:30)
100767,510,00:00-09:30 (04:45-05:45)
100768,510,00:00-09:30 (05:00-06:00)
100769,510,00:00-09:45 (03:30-04:45)
100770,510,00:00-09:45 (03:45-05:00)
100771,510,00:00-09:45 (04:00-05:15)
100772,510,00:00-09:45 (04:15-05:30)
100773,510,00:00-09:45 (04:30-05:45)
100774,510,00:00-09:45 (04:45-06:00)
100775,510,00:00-09:45 (05:00-06:15)
100776,510,00:00-10:00 (03:30-05:00)
100777,510,00:00-10:00 (03:45-05:15)
100778,510,00:00-10:00 (04:00-05:30)
100779,510,00:00-10:00 (04:15-05:45)
100780,510,00:00-10:00 (04:30-06:00)
100781,510,00:00-10:00 (04:45-06:15)
100782,510,00:00-10:00 (05:00-06:30)
100783,510,00:00-10:15 (03:30-05:15)
100784,510,00:00-10:15 (03:45-05:30)
100785,510,00:00-10:15 (04:00-05:45)
100786,510,00:00-10:15 (04:15-06:00)
100787,510,00:00-10:15 (04:30-06:15)
100788,510,00:00-10:15 (04:45-06:30)
100789,510,00:00-10:15 (05:00-06:45)
100790,510,00:00-10:30 (03:30-05:30)
100791,510,00:00-10:30 (03:45-05:45)
100792,510,00:00-10:30 (04:00-06:00)
100793,510,00:00-10:30 (04:15-06:15)
100794,510,00:00-10:30 (04:30-06:30)
100795,510,00:00-10:30 (04:45-06:45)
100796,510,00:00-10:30 (05:00-07:00)
100797,525,00:00-09:15 (03:45-04:15)
100798,525,00:00-09:15 (04:00-04:30)
100799,525,00:00-09:15 (04:15-04:45)
100800,525,00:00-09:15 (04:30-05:00)
100801,525,00:00-09:15 (04:45-05:15)
100802,525,00:00-09:15 (05:00-05:30)
100803,525,00:00-09:30 (03:45-04:30)
100804,525,00:00-09:30 (04:00-04:45)
100805,525,00:00-09:30 (04:15-05:00)
100806,525,00:00-09:30 (04:30-05:15)
100807,525,00:00-09:30 (04:45-05:30)
100808,525,00:00-09:30 (05:00-05:45)
100809,525,00:00-09:45 (03:45-04:45)
100810,525,00:00-09:45 (04:00-05:00)
100811,525,00:00-09:45 (04:15-05:15)
100812,525,00:00-09:45 (04:30-05:30)
100813,525,00:00-09:45 (04:45-05:45)
100814,525,00:00-09:45 (05:00-06:00)
100815,525,00:00-10:00 (03:45-05:00)
100816,525,00:00-10:00 (04:00-05:15)
100817,525,00:00-10:00 (04:15-05:30)
100818,525,00:00-10:00 (04:30-05:45)
100819,525,00:00-10:00 (04:45-06:00)
100820,525,00:00-10:00 (05:00-06:15)
100821,525,00:00-10:15 (03:45-05:15)
100822,525,00:00-10:15 (04:00-05:30)
100823,525,00:00-10:15 (04:15-05:45)
100824,525,00:00-10:15 (04:30-06:00)
100825,525,00:00-10:15 (04:45-06:15)
100826,525,00:00-10:15 (05:00-06:30)
100827,525,00:00-10:30 (03:45-05:30)
100828,525,00:00-10:30 (04:00-05:45)
100829,525,00:00-10:30 (04:15-06:00)
100830,525,00:00-10:30 (04:30-06:15)
100831,525,00:00-10:30 (04:45-06:30)
100832,525,00:00-10:30 (05:00-06:45)
100833,525,00:00-10:45 (03:45-05:45)
100834,525,00:00-10:45 (04:00-06:00)
100835,525,00:00-10:45 (04:15-06:15)
100836,525,00:00-10:45 (04:30-06:30)
100837,525,00:00-10:45 (04:45-06:45)
100838,525,00:00-10:45 (05:00-07:00)
100839,540,00:00-09:30 (04:00-04:30)
100840,540,00:00-09:30 (04:15-04:45)
100841,540,00:00-09:30 (04:30-05:00)
100842,540,00:00-09:30 (04:45-05:15)
100843,540,00:00-09:30 (05:00-05:30)
100844,540,00:00-09:45 (04:00-04:45)
100845,540,00:00-09:45 (04:15-05:00)
100846,540,00:00-09:45 (04:30-05:15)
100847,540,00:00-09:45 (04:45-05:30)
100848,540,00:00-09:45 (05:00-05:45)
100849,540,00:00-10:00 (04:00-05:00)
100850,540,00:00-10:00 (04:15-05:15)
100851,540,00:00-10:00 (04:30-05:30)
100852,540,00:00-10:00 (04:45-05:45)
100853,540,00:00-10:00 (05:00-06:00)
100854,540,00:00-10:15 (04:00-05:15)
100855,540,00:00-10:15 (04:15-05:30)
100856,540,00:00-10:15 (04:30-05:45)
100857,540,00:00-10:15 (04:45-06:00)
100858,540,00:00-10:15 (05:00-06:15)
100859,540,00:00-10:30 (04:00-05:30)
100860,540,00:00-10:30 (04:15-05:45)
100861,540,00:00-10:30 (04:30-06:00)
100862,540,00:00-10:30 (04:45-06:15)
100863,540,00:00-10:30 (05:00-06:30)
100864,540,00:00-10:45 (04:00-05:45)
100865,540,00:00-10:45 (04:15-06:00)
100866,540,00:00-10:45 (04:30-06:15)
100867,540,00:00-10:45 (04:45-06:30)
100868,540,00:00-10:45 (05:00-06:45)
100869,540,00:00-11:00 (04:00-06:00)
100870,540,00:00-11:00 (04:15-06:15)
100871,540,00:00-11:00 (04:30-06:30)
100872,540,00:00-11:00 (04:45-06:45)
100873,540,00:00-11:00 (05:00-07:00)
100874,555,00:00-09:45 (04:15-04:45)
100875,555,00:00-09:45 (04:30-05:00)
100876,555,00:00-09:45 (04:45-05:15)
100877,555,00:00-09:45 (05:00-05:30)
100878,555,00:00-10:00 (04:15-05:00)
100879,555,00:00-10:00 (04:30-05:15)
100880,555,00:00-10:00 (04:45-05:30)
100881,555,00:00-10:00 (05:00-05:45)
100882,555,00:00-10:15 (04:15-05:15)
100883,555,00:00-10:15 (04:30-05:30)
100884,555,00:00-10:15 (04:45-05:45)
100885,555,00:00-10:15 (05:00-06:00)
100886,555,00:00-10:30 (04:15-05:30)
100887,555,00:00-10:30 (04:30-05:45)
100888,555,00:00-10:30 (04:45-06:00)
100889,555,00:00-10:30 (05:00-06:15)
100890,555,00:00-10:45 (04:15-05:45)
100891,555,00:00-10:45 (04:30-06:00)
100892,555,00:00-10:45 (04:45-06:15)
100893,555,00:00-10:45 (05:00-06:30)
100894,555,00:00-11:00 (04:15-06:00)
100895,555,00:00-11:00 (04:30-06:15)
100896,555,00:00-11:00 (04:45-06:30)
100897,555,00:00-11:00 (05:00-06:45)
100898,555,00:00-11:15 (04:15-06:15)
100899,555,00:00-11:15 (04:30-06:30)
100900,555,00:00-11:15 (04:45-06:45)
100901,555,00:00-11:15 (05:00-07:00)
100902,570,00:00-10:00 (04:30-05:00)
100903,570,00:00-10:00 (04:45-05:15)
100904,570,00:00-10:00 (05:00-05:30)
100905,570,00:00-10:15 (04:30-05:15)
100906,570,00:00-10:15 (04:45-05:30)
100907,570,00:00-10:15 (05:00-05:45)
100908,570,00:00-10:30 (04:30-05:30)
100909,570,00:00-10:30 (04:45-05:45)
100910,570,00:00-10:30 (05:00-06:00)
100911,570,00:00-10:45 (04:30-05:45)
100912,570,00:00-10:45 (04:45-06:00)
100913,570,00:00-10:45 (05:00-06:15)
100914,570,00:00-11:00 (04:30-06:00)
100915,570,00:00-11:00 (04:45-06:15)
100916,570,00:00-11:00 (05:00-06:30)
100917,570,00:00-11:15 (04:30-06:15)
100918,570,00:00-11:15 (04:45-06:30)
100919,570,00:00-11:15 (05:00-06:45)
100920,570,00:00-11:30 (04:30-06:30)
100921,570,00:00-11:30 (04:45-06:45)
100922,570,00:00-11:30 (05:00-07:00)
100923,585,00:00-10:15 (04:45-05:15)
100924,585,00:00-10:15 (05:00-05:30)
100925,585,00:00-10:30 (04:45-05:30)
100926,585,00:00-10:30 (05:00-05:45)
100927,585,00:00-10:45 (04:45-05:45)
100928,585,00:00-10:45 (05:00-06:00)
100929,585,00:00-11:00 (04:45-06:00)
100930,585,00:00-11:00 (05:00-06:15)
100931,585,00:00-11:15 (04:45-06:15)
100932,585,00:00-11:15 (05:00-06:30)
100933,585,00:00-11:30 (04:45-06:30)
100934,585,00:00-11:30 (05:00-06:45)
100935,585,00:00-11:45 (04:45-06:45)
100936,585,00:00-11:45 (05:00-07:00)
100937,600,00:00-10:30 (05:00-05:30)
100938,600,00:00-10:45 (05:00-05:45)
100939,600,00:00-11:00 (05:00-06:00)
100940,600,00:00-11:15 (05:00-06:15)
100941,600,00:00-11:30 (05:00-06:30)
100942,600,00:00-11:45 (05:00-06:45)
100943,600,00:00-12:00 (05:00-07:00)
100944,180,00:15-03:15
100945,195,00:15-03:30
100946,210,00:15-03:45
100947,225,00:15-04:00
100948,240,00:15-04:15
100949,255,00:15-04:30
100950,270,00:15-04:45
100951,285,00:15-05:00
100952,300,00:15-05:15
100953,315,00:15-05:30
100954,330,00:15-05:45
100955,345,00:15-06:00
100956,360,00:15-06:15
100957,360,00:15-06:45 (02:15-02:45)
100958,360,00:15-06:45 (02:30-03:00)
100959,360,00:15-06:45 (02:45-03:15)
100960,360,00:15-06:45 (03:00-03:30)
100961,360,00:15-06:45 (03:15-03:45)
100962,360,00:15-06:45 (03:30-04:00)
100963,360,00:15-06:45 (03:45-04:15)
100964,360,00:15-06:45 (04:00-04:30)
100965,360,00:15-06:45 (04:15-04:45)
100966,360,00:15-07:00 (02:15-03:00)
100967,360,00:15-07:00 (02:30-03:15)
100968,360,00:15-07:00 (02:45-03:30)
100969,360,00:15-07:00 (03:00-03:45)
100970,360,00:15-07:00 (03:15-04:00)
100971,360,00:15-07:00 (03:30-04:15)
100972,360,00:15-07:00 (03:45-04:30)
100973,360,00:15-07:00 (04:00-04:45)
100974,360,00:15-07:00 (04:15-05:00)
100975,360,00:15-07:15 (02:15-03:15)
100976,360,00:15-07:15 (02:30-03:30)
100977,360,00:15-07:15 (02:45-03:45)
100978,360,00:15-07:15 (03:00-04:00)
100979,360,00:15-07:15 (03:15-04:15)
100980,360,00:15-07:15 (03:30-04:30)
100981,360,00:15-07:15 (03:45-04:45)
100982,360,00:15-07:15 (04:00-05:00)
100983,360,00:15-07:15 (04:15-05:15)
100984,360,00:15-07:30 (02:15-03:30)
100985,360,00:15-07:30 (02:30-03:45)
100986,360,00:15-07:30 (02:45-04:00)
100987,360,00:15-07:30 (03:00-04:15)
100988,360,00:15-07:30 (03:15-04:30)
100989,360,00:15-07:30 (03:30-04:45)
100990,360,00:15-07:30 (03:45-05:00)
100991,360,00:15-07:30 (04:00-05:15)
100992,360,00:15-07:30 (04:15-05:30)
100993,360,00:15-07:45 (02:15-03:45)
100994,360,00:15-07:45 (02:30-04:00)
100995,360,00:15-07:45 (02:45-04:15)
100996,360,00:15-07:45 (03:00-04:30)
100997,360,00:15-07:45 (03:15-04:45)
100998,360,00:15-07:45 (03:30-05:00)
100999,360,00:15-07:45 (03:45-05:15)
101000,360,00:15-07:45 (04:00-05:30)
101001,360,00:15-07:45 (04:15-05:45)
101002,360,00:15-08:00 (02:15-04:00)
101003,360,00:15-08:00 (02:30-04:15)
101004,360,00:15-08:00 (02:45-04:30)
101005,360,00:15-08:00 (03:00-04:45)
101006,360,00:15-08:00 (03:15-05:00)
101007,360,00:15-08:00 (03:30-05:15)
101008,360,00:15-08:00 (03:45-05:30)
101009,360,00:15-08:00 (04:00-05:45)
101010,360,00:15-08:00 (04:15-06:00)
101011,360,00:15-08:15 (02:15-04:15)
101012,360,00:15-08:15 (02:30-04:30)
101013,360,00:15-08:15 (02:45-04:45)
101014,360,00:15-08:15 (03:00-05:00)
101015,360,00:15-08:15 (03:15-05:15)
101016,360,00:15-08:15 (03:30-05:30)
101017,360,00:15-08:15 (03:45-05:45)
101018,360,00:15-08:15 (04:00-06:00)
101019,360,00:15-08:15 (04:15-06:15)
101020,375,00:15-07:00 (02:15-02:45)
101021,375,00:15-07:00 (02:30-03:00)
101022,375,00:15-07:00 (02:45-03:15)
101023,375,00:15-07:00 (03:00-03:30)
101024,375,00:15-07:00 (03:15-03:45)
101025,375,00:15-07:00 (03:30-04:00)
101026,375,00:15-07:00 (03:45-04:15)
101027,375,00:15-07:00 (04:00-04:30)
101028,375,00:15-07:00 (04:15-04:45)
101029,375,00:15-07:00 (04:30-05:00)
101030,375,00:15-07:15 (02:15-03:00)
101031,375,00:15-07:15 (02:30-03:15)
101032,375,00:15-07:15 (02:45-03:30)
101033,375,00:15-07:15 (03:00-03:45)
101034,375,00:15-07:15 (03:15-04:00)
101035,375,00:15-07:15 (03:30-04:15)
101036,375,00:15-07:15 (03:45-04:30)
101037,375,00:15-07:15 (04:00-04:45)
101038,375,00:15-07:15 (04:15-05:00)
101039,375,00:15-07:15 (04:30-05:15)
101040,375,00:15-07:30 (02:15-03:15)
101041,375,00:15-07:30 (02:30-03:30)
101042,375,00:15-07:30 (02:45-03:45)
101043,375,00:15-07:30 (03:00-04:00)
101044,375,00:15-07:30 (03:15-04:15)
101045,375,00:15-07:30 (03:30-04:30)
101046,375,00:15-07:30 (03:45-04:45)
101047,375,00:15-07:30 (04:00-05:00)
101048,375,00:15-07:30 (04:15-05:15)
101049,375,00:15-07:30 (04:30-05:30)
101050,375,00:15-07:45 (02:15-03:30)
101051,375,00:15-07:45 (02:30-03:45)
101052,375,00:15-07:45 (02:45-04:00)
101053,375,00:15-07:45 (03:00-04:15)
101054,375,00:15-07:45 (03:15-04:30)
101055,375,00:15-07:45 (03:30-04:45)
101056,375,00:15-07:45 (03:45-05:00)
101057,375,00:15-07:45 (04:00-05:15)
101058,375,00:15-07:45 (04:15-05:30)
101059,375,00:15-07:45 (04:30-05:45)
101060,375,00:15-08:00 (02:15-03:45)
101061,375,00:15-08:00 (02:30-04:00)
101062,375,00:15-08:00 (02:45-04:15)
101063,375,00:15-08:00 (03:00-04:30)
101064,375,00:15-08:00 (03:15-04:45)
101065,375,00:15-08:00 (03:30-05:00)
101066,375,00:15-08:00 (03:45-05:15)
101067,375,00:15-08:00 (04:00-05:30)
101068,375,00:15-08:00 (04:15-05:45)
101069,375,00:15-08:00 (04:30-06:00)
101070,375,00:15-08:15 (02:15-04:00)
101071,375,00:15-08:15 (02:30-04:15)
101072,375,00:15-08:15 (02:45-04:30)
101073,375,00:15-08:15 (03:00-04:45)
101074,375,00:15-08:15 (03:15-05:00)
101075,375,00:15-08:15 (03:30-05:15)
101076,375,00:15-08:15 (03:45-05:30)
101077,375,00:15-08:15 (04:00-05:45)
101078,375,00:15-08:15 (04:15-06:00)
101079,375,00:15-08:15 (04:30-06:15)
101080,375,00:15-08:30 (02:15-04:15)
101081,375,00:15-08:30 (02:30-04:30)
101082,375,00:15-08:30 (02:45-04:45)
101083,375,00:15-08:30 (03:00-05:00)
101084,375,00:15-08:30 (03:15-05:15)
101085,375,00:15-08:30 (03:30-05:30)
101086,375,00:15-08:30 (03:45-05:45)
101087,375,00:15-08:30 (04:00-06:00)
101088,375,00:15-08:30 (04:15-06:15)
101089,375,00:15-08:30 (04:30-06:30)
101090,390,00:15-07:15 (02:15-02:45)
101091,390,00:15-07:15 (02:30-03:00)
101092,390,00:15-07:15 (02:45-03:15)
101093,390,00:15-07:15 (03:00-03:30)
101094,390,00:15-07:15 (03:15-03:45)
101095,390,00:15-07:15 (03:30-04:00)
101096,390,00:15-07:15 (03:45-04:15)
101097,390,00:15-07:15 (04:00-04:30)
101098,390,00:15-07:15 (04:15-04:45)
101099,390,00:15-07:15 (04:30-05:00)
101100,390,00:15-07:15 (04:45-05:15)
101101,390,00:15-07:30 (02:15-03:00)
101102,390,00:15-07:30 (02:30-03:15)
101103,390,00:15-07:30 (02:45-03:30)
101104,390,00:15-07:30 (03:00-03:45)
101105,390,00:15-07:30 (03:15-04:00)
101106,390,00:15-07:30 (03:30-04:15)
101107,390,00:15-07:30 (03:45-04:30)
101108,390,00:15-07:30 (04:00-04:45)
101109,390,00:15-07:30 (04:15-05:00)
101110,390,00:15-07:30 (04:30-05:15)
101111,390,00:15-07:30 (04:45-05:30)
101112,390,00:15-07:45 (02:15-03:15)
101113,390,00:15-07:45 (02:30-03:30)
101114,390,00:15-07:45 (02:45-03:45)
101115,390,00:15-07:45 (03:00-04:00)
101116,390,00:15-07:45 (03:15-04:15)
101117,390,00:15-07:45 (03:30-04:30)
101118,390,00:15-07:45 (03:45-04:45)
101119,390,00:15-07:45 (04:00-05:00)
101120,390,00:15-07:45 (04:15-05:15)
101121,390,00:15-07:45 (04:30-05:30)
101122,390,00:15-07:45 (04:45-05:45)
101123,390,00:15-08:00 (02:15-03:30)
101124,390,00:15-08:00 (02:30-03:45)
101125,390,00:15-08:00 (02:45-04:00)
101126,390,00:15-08:00 (03:00-04:15)
101127,390,00:15-08:00 (03:15-04:30)
101128,390,00:15-08:00 (03:30-04:45)
101129,390,00:15-08:00 (03:45-05:00)
101130,390,00:15-08:00 (04:00-05:15)
101131,390,00:15-08:00 (04:15-05:30)
101132,390,00:15-08:00 (04:30-05:45)
101133,390,00:15-08:00 (04:45-06:00)
101134,390,00:15-08:15 (02:15-03:45)
101135,390,00:15-08:15 (02:30-04:00)
101136,390,00:15-08:15 (02:45-04:15)
101137,390,00:15-08:15 (03:00-04:30)
101138,390,00:15-08:15 (03:15-04:45)
101139,390,00:15-08:15 (03:30-05:00)
101140,390,00:15-08:15 (03:45-05:15)
101141,390,00:15-08:15 (04:00-05:30)
101142,390,00:15-08:15 (04:15-05:45)
101143,390,00:15-08:15 (04:30-06:00)
101144,390,00:15-08:15 (04:45-06:15)
101145,390,00:15-08:30 (02:15-04:00)
101146,390,00:15-08:30 (02:30-04:15)
101147,390,00:15-08:30 (02:45-04:30)
101148,390,00:15-08:30 (03:00-04:45)
101149,390,00:15-08:30 (03:15-05:00)
101150,390,00:15-08:30 (03:30-05:15)
101151,390,00:15-08:30 (03:45-05:30)
101152,390,00:15-08:30 (04:00-05:45)
101153,390,00:15-08:30 (04:15-06:00)
101154,390,00:15-08:30 (04:30-06:15)
101155,390,00:15-08:30 (04:45-06:30)
101156,390,00:15-08:45 (02:15-04:15)
101157,390,00:15-08:45 (02:30-04:30)
101158,390,00:15-08:45 (02:45-04:45)
101159,390,00:15-08:45 (03:00-05:00)
101160,390,00:15-08:45 (03:15-05:15)
101161,390,00:15-08:45 (03:30-05:30)
101162,390,00:15-08:45 (03:45-05:45)
101163,390,00:15-08:45 (04:00-06:00)
101164,390,00:15-08:45 (04:15-06:15)
101165,390,00:15-08:45 (04:30-06:30)
101166,390,00:15-08:45 (04:45-06:45)
101167,405,00:15-07:30 (02:15-02:45)
101168,405,00:15-07:30 (02:30-03:00)
